text,sentiment
sir mai jab bhi table mai value insert kar raha hu jo pehla value hai jaise ki customer name woh run karne k time column customer name relation table name exist aesa bata raha hai sir,Neutral
quick assignment01order execution sqlfromwhere group selectorder bylimit,Positive
really wonderful course rishabh make u understand easy way,Positive
nice,Positive
select limit group order,Negative
sir get th e error column relation exist even syntax correct,Neutral
explanation love it😍😍😍😍,Positive
thnk u bro ❤,Positive
rishabh bhai mujhe ye confusion hai k ap sql k liye kaun sa application use krna hai like pg admin ye kaise install krna hai wo ap bataye hi nhi plzz bro,Neutral
technical field huge gap career exp market sale experience corporate company iwant career start field,Negative
hey rishabh firstly thanks video really like question delete something mistake command retrieve data like use ctrl z excel,Positive
excellent tutorial brother,Positive
gud even siri ask thing actually work auto mobile sector change sector data analytics course sector simply learn u tube channeli catch thingssir kindly advise,Positive
hi rishabhthankyou informative videojust want check learn concept give video enough sql gold hackerrank need go videos,Neutral
u r bestrespect,Positive
sir sql difficultbut project perform hint,Positive
sir mujhe data scientist ke bare sheekhna kaise sheekh skta aur excell ke bare please helpe 🙏🙏,Positive
sir nice course,Positive
execution order1select2from 3where4group by5having6order7limit,Positive
bhaiya jeeven kuch nhi hora hai bohot pareshaan hu mai bohot time baad lag ra hai ki kuch kar skta hu thank thoda sa gide kriye comment ake please apka chota bhai hu,Positive
select limit group order,Negative
1st select where2nd group having3rd order by4th limit🤗🤗🤗🤗,Negative
hi rishabh new sql start course recently work mostly excel script preparation etcdo option create script way also create table input data need script generatedthen prepare data copy executed respective terminal,Neutral
thank bhaiya dil se,Positive
colum ka size aur position kaise change karen🤔,Positive
sir microsoft sql p use krna thoda dificult pdra h,Positive
select fromwhere group byhaving orderlimit,Negative
awesome cte explanation whole sql tutorial avaliable youtube love ur teach sir awesome sirji,Positive
hello rishabh please make one video sub query much simple way understand use inner join great helpful understand much good way thank advance,Positive
day 2 course 105 go onday 4 go onnn,Positive
rishab iam unable find insert option path,Neutral
ek video guesstimate pe bhi bana na please,Neutral
select fromwhere groupby haivng order limit,Negative
nice video,Positive
complete 🎉 practice start,Neutral
sir please make video altreyx,Positive
hello bhai problem insert runny show error check 20 time still run successfully kindly help watch ur m excel do vrinda store project continue learn dont know whats problem,Positive
video helpful ❤❤,Positive
selectfrom wheregroup byhaving limitorder,Positive
definitely worth watch beginner great content,Positive
thanku much sir 😊,Positive
hey hi rishab one question might silly question want ask leave join right join leave join get data left table matching record right table leave join work right join consider second table leave table second table get record match record first table use right join separately explain,Neutral
sir ek baar alter table vala pura example bta dete sir plz sir,Positive
hi rishab insert data customer table id name show purple color consider function make normal text,Positive
please add install sql server management studio video,Neutral
best ever 🙌,Positive
thank sir easy,Positive
3150,Positive
absolutely love course setup like powerpoint english version understand explain bit slide thanks 😊,Positive
bro appreciate effort place one add evry 5 minute really bad please refrain add many ad,Positive
get videos ppt pdf folder,Neutral
select dql command,Negative
🤑🤑🤑🤑🤑🤑🤑🤑,Positive
bhai sql practice karne ke liye free practice kahan kar sakte hai thank u bhai video,Positive
enough crack interview tho comment seem nice prefer study,Positive
bro ek series kyu nhi bana dete leetcode ke easymediumhard sql question ke youtube pr nhi hai logo ko jarurat hai,Neutral
thank service question 1 install sql window linux os 2 download insall pgadmin window connect db,Positive
10506 wheregroup select order limit,Negative
👍,Positive
please give pdf,Neutral
tell sql best data analytics pls,Positive
sir plz create video cte difficult understood,Negative
web development data analytics good today scenario please reply sir,Neutral
1 select2 from3 where4 group by5 having6 order7 limit,Positive
well explain,Positive
learnt whole sql concept 25 hr thank amazing tutorialplease make video python also,Positive
good easy inform description,Positive
2531 create tablesir gettingerror relation exist show,Positive
enough entry level data analysis,Neutral
hi rishabh thank much video scroll lot video video tune perfect manner teach explain style thanks lot even pay udemy anywhere get quality content,Positive
awersome get bored khud se pucho ki shuru kyu kiya tha career mei kuch bada karna hai,Neutral
thanks bhaiya,Positive
course really good new field want enhance skill struggle learn find tube channel way teach superb easily lern concept vedio rishabh keep,Positive
age 37am pharmaceutical industrycan change domain data scientist,Neutral
pg amin kaise open karenge,Positive
syntax change column name,Neutral
aap sure se bataya jo mujhe best laga sir,Positive
respect pakistan,Positive
sir pls tell download mysql laptop without root password pls pls tell sir 🥺🙏,Positive
hi sir teach explanation n every concept good easy learn beginner 👍,Positive
❣️ thank,Positive
creation timestampist 07012021 0019 use datatype,Neutral
select sabkuch awesome bhot easy sa bna dia sbkuch thnku brother,Positive
👍,Positive
bhai pehlay download kaisay kerni hai wo bhi batadi,Neutral
sub query hard fr,Positive
an select order group limit,Negative
bhai apki wall clock purani hai mere ghar pe bhi jab mein chota tha,Neutral
hello thanks lot upload vdo stick timestamp 3850 get error error near copy syntax error copying csv file sql please help thankyou,Positive
thank want ask one simple question practice basic querries start dveloping interest try google search head online portal,Neutral
crad 😂 sql bhadak jyga funny 😂,Negative
rishabh bhai kya aap ek video bna skte ho sql project wo b finance domain ke upr sql ka project ho please ispe bna ek video baki bhai aapki har ek video boht helpful hoti easy understand hoti maine 2no project power bi ke b bna liye bs ek sql ka project finance ke upr bna please,Positive
sir please provide pdf,Neutral
5440,Positive
thanks bhaiya,Positive
course complete,Neutral
hello sir please provide link sql note,Neutral
last part video toooo much ambigous,Neutral
say 2 type function sql 2 function say string agrigate etc please tell function sub function system define ya user define function,Neutral
please make video window funtion lot example also automate query use variable urgent basis great help side,Positive
see video everything cover video somethings miss compare udemy course need udemy course need certification sql,Neutral
selectfromwheregroup byhaving clauseorder limit,Positive
rishabh bhai aap ke online class hai,Positive
cant see server database pg admin instal one server visible nothing open dropdown,Negative
answerselect newidleadnewid2 overorder newid leadlagnewid2 overorder newid lagfrom microsoftbut want remove action lead lag function give datathen put zero 0select newid leadnewid2 overorder newid lead lagnewid2 overorder newid lag microsoft,Negative
miss add length name edit query delete write,Neutral
select limit group order,Negative
hello guy ’ think learn rishab thank like follow him… thanks rishab videos great help me😊,Positive
give photo,Negative
best video sql easy understand,Positive
thank knowledgeable video,Positive
lot insightful video refreshes major query sql helpful want refresh knowledge well prepared rishabh ji,Positive
thanq much brogreat sessionhope video come carry on👍👍🙏,Positive
helpfull,Positive
23232 hi first thnx wonderful sql course ive doubt cte exampleadvance section doubt myhighestprice mytotalprice baad mein jo join mycte isme ye kaha se aaya koi table ka naam h,Positive
thank much course sir bless beginner absolutely sure completion course everyone decent knowledge sql,Positive
sir class learn video awsome helpfull thank youkeepup,Positive
super 💯💯,Positive
mai postgre sql install karte karte pareshaan ho gaya koi n koi server se relate problem aa raha hai koi solve kar bhai,Neutral
teach ability next level❤,Neutral
select group order limit,Negative
think sir rank percentrank similar ranking window function denserank percentrank,Positive
extremely grateful rishabh make thing easier take time finally complete course,Negative
nice course❤,Positive
nice session,Positive
iam face problem download csv file provide,Neutral
get result text column underline coloured font dml update query example please submit delivery paper jan 1 jan 1 underlined yellow font,Negative
software use,Neutral
many function usable sql server,Negative
hi rishab thanks tutorial facing issue version mysql create table option whenever write query show error version need download,Positive
install open sql app please tell,Positive
wwwyoutubecommathematicsbydrsanjaysing1271,Positive
lots error consequently query work correctly,Positive
tutorial awesome informational get tutorial pdf,Positive
edit kaise kar sakte hai,Positive
one thing notice use alter table command add column must add data type otherwise error occuralter table customer add column address varchar100,Neutral
sir postgre sql mysql query rahti hai kya video ki practice mai mysql mai kr sakta hun kya,Neutral
select employeeid concat firstname lastname round sumsalary 1 total employee group employeeidfirstname lastname employeeid 135 employeeid 136 order total asc limit 5,Neutral
video well purchasing high price course👍👍👍👍,Positive
selectfrom limit wheregroup byhaving order,Positive
groupby select orderby limit,Negative
bro u plz tell ans question select etc an select fromwhereorder bygroup byhaving limit correct plz tell,Positive
productive content,Negative
10508select colname tablenamewhere condtiongroup colnamehaving conditionorder colname ascdesclimit numberofrecords,Positive
1 select 2 3 4 group 5 7 order 8 limit,Negative
3351 funny 😅 thank tutorial bhaiyya learn channel mujhe bhi data anlayst bann na hei,Positive
hi rishabhi non background want switch career field thats enroll data scientist edtech companywhere teach sql couldnt understand concept sql search youtube learn easy way sql get video video initially watch sql playlist first two video help lot decide watch whole playlist sqlnow today 3 day complete full course sql practice really help lot understand concept sql simplistic easy way beginner level want thank make kind help video basic advance,Positive
complete search brother one who style teach overwheliming dear brother thank much wholeheartedly provide amaze content outstanding style teahing❤❤,Positive
time 20653 explain rank dense rank work row number ascend order,Positive
download,Neutral
1 select 2 from3 and4 group by5 clause and7 order 8 limit,Negative
helpfull beginner,Positive
assignment 1 selectfromwherelistgroup byhavingorder,Positive
ad kam kro yrr,Neutral
hi sir hope well sir also try practice 1point unable insert section type command iys get error,Neutral
sql need watch vedio beside thisplease reply thanks rishabh god bless,Positive
select newid newcatsumnewid overpartition newcat order newid totalavgnewid overpartition newcat order newid averagecountnewid overpartition newcat order newid countminnewid overpartition newcat order newid minmaxnewid overpartition newcat order newid maxfrom testdatahey rishabh get result value table excuting querry create table exact valuesand still themaximum agni shoukd show 300 show 100 meplss help,Positive
nice video thank,Positive
jo jo table ham bana rahe hai sql wo data kaha se pull karke hame dega,Neutral
hey rishabh unable insert get notify error column id relation customer existline 2 id name age city salarysql state 42703character 24 eventhough consider case sensitivity type correctly get might issue,Negative
certificate get please suggest,Neutral
hi rishabh bhai problem download pgadmin software ask java 18 dont get alternate way project like software,Neutral
didnt guide download postgresql,Neutral
well explain sir thank much 😊,Positive
hi really like video learnt lot also make separate video chapterlesson much easy learn revise topicsthanks,Positive
need video sql work excel file,Positive
possible share data use here…,Neutral
hey request reduce face overlay optimum size people read content find difficult read fullscreen thanks,Positive
select order limit group,Negative
sir question ask u,Positive
error column ‘ sam ’ existline 3 1 ‘ sam ’ ‘ akash ’ ‘ b ’ sql state 42703character 70error try 20 time could find error please relpy,Neutral
sir explain aacha apka jo round video chal raha matlab ap apne ap ko screen thoda chota kar ya fir ek jagah fix kar bohat disturb hota apka face nhi dikha bhi chlega importance explanation thats good,Negative
hello bhai make video cloud development roadmap,Positive
hello sirwhile try insert value table receive error show column custid relation customer existplease help,Positive
brother excellent keep learn u,Positive
select bestcourse onlineplatform courselength concise language hindi rating best output rishabh mishra,Positive
10504 answer selectfromwheregroup byhaving order bylimit,Positive
able find address tablepls help someone timestamp,Neutral
select limit grpby ordby,Negative
select group order limit please let know answer 😊,Neutral
best sql course youtube🙌🏻thank effortsreally helpful✨,Positive
rishabh sir explain define please feel little bit confused please answer 1 2 linebest regard bangladesh,Neutral
good explanation sir thnx,Positive
2145 🤓,Positive
change datatype columnalter table tablename alter column columnname type newdatatype,Negative
want ask address salary take null table cust neither salary address null pls understand,Neutral
thank,Positive
mongo db ka tutorial bnao,Positive
good one,Positive
hi rishabh thankyou much post one fulfilling knowledgeable video kindly help er diagram concept problem try solve sql problem scratch interview,Positive
hey rishabh wish seek help installation sql server postgre absolutely new dimension hopefully would understand,Positive
course beneficial data analyst,Neutral
really amazing video 👏,Positive
anyone get job complete course,Neutral
insert customer custid custname age city salary value 1 sam 26 delhi 9000 2 ram 19 bangalore 11000 3 pam 31 mumbai 6000 4 jam 42 pune 10000error relation customer exist line 1 insert customer custid custname age city salaryplease help sql state 42p01 character 13,Neutral
hi new learner get error like column custage relation coustmer exist please tell,Positive
select columnname tablename condition group columnname condition order asc dsc limit n,Negative
thanks brother make easy understand 💯,Positive
selectfromwhere limitgroup byorder,Positive
syntax alter modify column syntax work different mysql,Positive
keep bro,Positive
thank sir,Positive
table creat krna ni smj aaya,Positive
1939,Positive
error column id relation school exist line 2 id name city age fee show like sir help thankyou advance,Positive
wait practice question,Neutral
really play list helpful ❤,Positive
nice❤,Positive
answer assingnment 1select ➡ ➡group by➡having➡limit➡order,Positive
thank 🙌,Positive
varchar hota kya hai,Neutral
bro insert data say column delhi existcan u help,Positive
u r best sql facultyur teach style superb u r great sir❤,Positive
bhai please please ek discord channel bna jaha sb ek dusre ki help kr ske,Positive
great work brother,Positive
download pdf,Neutral
muze ek doubt hai ye online sikhne ke bad job lagati hai ya hame certificate dene hoge,Negative
alter table alter modify column syntaxalter table student alter column pincode varchar50 work sir,Positive
sql software use install,Neutral
thankyou much rishabh❤🙌,Positive
upr cross aa raha h postgre server 15 pe remove,Positive
sir difference low case upper case syntax column name mean custid mention column name syntax custid mention confuse past 3 day unable go please help,Neutral
sir able insert value try past 3 day please help,Positive
command ka difference hota h kya sql14 sql15 mera data aa hi ni raha h error ajata h bar bar pls help anyone,Neutral
thanks nice n informative video,Positive
formselectwhereorder bylimitgroup byhaving,Positive
hi rishabh please get contact number,Neutral
please tell little bit slow one take mind grab,Positive
bro table column name kese update krte h ex mera ek column name id h mai use custid krna h wt,Neutral
hare krishna prare devotee lord krishna,Positive
1 select 2 3 4 group 5 6 order 7 limit,Negative
helpful thank u 😄,Positive
thaks alot sir ap bohat acha parhaty hain pakistan city karachi,Positive
thanks lot,Positive
download sql pdf document use course work,Neutral
great contentgreat presentation 🙏,Positive
great work rishab thanks teach sql😊,Positive
great bro,Positive
quick assignment order execution sql select limit group order byis correct please tell,Positive
window dikkat hai,Neutral
merge concept explain sir remain perfect teaching,Positive
good job man trust pay course teach clear video u learn everything video really helpfull guy,Positive
verrry verry bad bad bad bad video,Negative
10515 correct order fromwheregroup byhavingselectorder bylimit,Positive
great tutorial thank effort,Positive
hirishabh good explanation think also teach statistic da,Positive
one best tutorial youtube,Positive
hello sirmaine insert delete update query lagane ke bad window automatically close ho rahi haiwhat could reason,Neutral
really helpful easy understand sir thank much sir,Positive
order execution sql select order limit group bhai check,Negative
hello sir update query execute error occur column id exist please tell solution,Positive
sir u please make videos oops java react,Positive
rishab bhai power bi par please ek complete tutorial banao na,Neutral
brief explanation rishab❤,Neutral
hello rishabh learn course problem execution create table pgsql put command pgsql instruct video execute help please create table customer id int primary key name varchar50 null age int null city char50 salary numeric error syntax error near line 3 id int primary key sql state 42601 character 25 hep solve please hope hear soonthanks,Neutral
explain everything wellliterally whatever little doubt get cleared todaythanks man🫶🏼😁,Positive
hi rishab jo kuch bhi aapne iss video mein cover kiya hai kya ye saare sequence wise hai mean whatever require learn sql vo saare topic mein cover hai ya kuch aur bhi hai cover karne k liye,Neutral
select limitwhere group havingorder bhai please reply answer correct,Neutral
helpful videothank soo much😍😍😍😍,Positive
select group order limit10522,Negative
give training data analyst,Neutral
😊 thanks,Positive
amaze rishabh watch whole video tell thats awesome video everything cover scratch ❤️,Positive
thank u great explanation video helpful put effort make video,Positive
010516 select limit order group,Negative
covid youtube become king platform study purpose,Neutral
really clean educate video thank u sir awesome 💯💯💯,Positive
hi quick question 2448 query return table select customer 2506 query use select publiccust select cust,Negative
great explanation nonit people easy understand best wish future,Positive
difference char varchar earlier one fix later one variable video assign char50 varchar50 assign 50 limit varchar mean cant go beyond 50 character variable please clear confusion,Positive
hi bhai postgresql local system pe kese install karskte hne practice,Neutral
hi rishabh maine aaj cte wala concept suna really since important mentionedbut mujhe samjh nahi aaya woh part please suggest,Neutral
thank make vedios sql love lot beginner useful meas hear one vedio mention question ask interviewi want know questionsplease share practice thank much,Positive
far best source sql …u explain everything easy manner important point left…hope u keep teach help u way always,Positive
sir show 1379 minute second two different column,Positive
nice explanation,Negative
sir install postgree show fatal error use mysql xampp,Positive
hi rishabh querywhy dont use clause rename table 015300,Neutral
bhoot badhiya bhaiya,Positive
accha hai bhai bahut badhiya,Neutral
selectfrom limit groupby havingorderbyis right rishabh,Neutral
really loved way explain evrything simple language best part ye bhadak jayega😂,Neutral
great video beginner thanks mishra vai,Positive
love bhaiya❤❤ bhut best note aapke language mjaa aa gya mujhe padh ke,Positive
hello bhaiyayou make u confident 2 year gap student also join industry want join data analyst pls provide roadmap source skills❤,Positive
quick assessment 1 selectfrom wherelimithavingorder,Positive
thank rishabh nicely explain sql part😊,Neutral
sir send request linkedin plz accept,Positive
run code workbench work mysql,Positive
thank help code run 😢,Positive
select fromwhereorder group right rishabh,Neutral
amaze sir 🤩,Positive
sir python per viedo bana dijiye,Positive
create database k jagah create table bhi likh sakte hai dono hai kya sir,Neutral
100 100,Positive
thanks lot bhai❤️❤️❤️,Positive
thank much mr rishab mishra amaze train deliver wonderful easy way teach skill god bless future endeavorslooking amaze video end,Positive
pakistan like ur way teachingap ki video se mene sql sikhna aj start kea 😍,Negative
thanks,Positive
bro isi trh python pr bhi course lao pls thank much 📷 🎉,Positive
love brother,Positive
hey rishabh sir im fresher please create one video sql developer microsoft sql server ssim,Positive
sir type job get learn sql,Positive
043408 great,Positive
10511 assignment 1 correct sequence select group order limit,Negative
mai sabase hard sql ko hi samajhata tha lakin e vdo ko dekhane ke bad ab hame sanase asan lag raha hai brothank u much make helpful vdo,Positive
thank video learn lot,Positive
total ke baad asc kyu aaya iska kya matlab tha aur order total desc iska kya matlab hai,Neutral
assignment 1 selectfromwheregroup byhavingorder limit,Positive
alter pdha sir,Positive
select customer name customer sum amount3 order mode count amount 3order customer id asc,Negative
select customername customer sum amount 4,Neutral
hi rishabhhow check table allow insert null value null column,Neutral
usefull video thank soo much take time educate u,Positive
today morning 7 stress job switch morning saw ur first video roadmap d course money placement regrettedtoday start guidance 100 day challenge revise everything get new jobthanks ur amaze already subscribe,Positive
execution order,Positive
fresher field learn video helpful easy understand thank rishabh guidence,Positive
teach online class,Positive
nice industry type teacher vary good,Positive
hi rishab want know calculate value use two column table example 1 colum qty column price per qty want new column qty price per column,Negative
rishabh mishra way teach awesome mistake like delete statement add column command kindly correct,Positive
sir aap course karate ho,Positive
insert value always show error column sam existi writing query,Positive
thank much share valuable information,Positive
hlo firstly great teacheri query mean star mark select star,Positive
1 select 2 3 4 limit 5 group 6 7 order,Negative
thanks alot video learn sql first time make easy,Positive
informative video nicely explain,Neutral
good sir,Positive
2400,Positive
tcl,Positive
sir software free use,Positive
hello rishabh please make single video insert portioni dont understand prior part like go select query toll also copy paste query try write unable,Positive
good,Positive
hierror column id relation customer exist line 2 id name age city salary sql state 42703 character 23insert customer id name age city salary value 1 ‘ sam ’ 26 ‘ delhi ’ 9000 2 ‘ ram ’ 19 ‘ bangalore ’ 11000 3 ‘ pam ’ 31 ‘ mumbai ’ 6000 4 ‘ jam ’ 42 ‘ pune ’ 10000dont know error come id colomn please tell show,Negative
pls make sql live project,Positive
rishabh bhai security setting must database import table csv file keep get permission error every time try import table please make video explain step scratch import database csv project possible 🙏,Neutral
hi rishabh able insert value tableit say column id relation customer exist please help,Neutral
sir choose use command select database query tool,Positive
nice,Positive
try create table error even tho copy exact query also plz help,Neutral
good sql series thank,Positive
sure channel go grow upcoming month,Positive
thanks share experience understand many day perper video,Positive
first watch excel sql move forward power bi last python learn lot channel great journey far,Positive
hello please let know perform database test,Neutral
thank sir,Positive
thank,Positive
really nice taught thank sir ji 🙏🙏🙏,Positive
point note explain beginner indeed appreciated🙏,Neutral
sql get job,Positive
nice video ❤ love,Positive
select limit group order,Negative
sir mysql customer id bnane problem ho rhi h plz ek vdo mysql database bnakr explain krr dijiye tq ❤️🤞,Positive
thank much lecture ur way teach excellent easy understand ❤,Positive
rishabh hope take time read reply basically belong medical background 10th standard move abroad undergraduate course ie data science say really dont much idea program language please tell start study bcz justt 2 month leave start sql java net bean in12th python mathsstatistics please reply sir,Neutral
👍,Positive
hi rishabh get error import csv file please suggesti use sql server bulk insert payment cusersekhmakupaymentcsv firstrow2 fieldterminator rowterminatorn maxerrors0 goerror msg 4864 level 16 state 1 line 148 bulk load data conversion error type mismatch invalid character specify codepage row 2 column 4 paymentdate msg 7399 level 16 state 1 line 148 ole db provider bulk link server null report error provider give information error msg 7330 level 16 state 2 line 148 fetch row ole db provider bulk link server null,Neutral
assignment 1 answer select limit group order,Negative
keep boon learner,Positive
hey rishabh video really help clear concept scratch could please make video cluster non cluster index,Neutral
thank brother 🙌🏻,Positive
hello like video kolkata want learn sql offline u know one help,Positive
bhaiyakindly upload video regard sql installation etc,Negative
sir whenever write insert customer put value show column id relation customer existplzz problemplzz tell,Positive
pg admin download krne ke bad use stard kese kre,Negative
kese krna h,Positive
hello sir,Positive
thank much rishabh,Positive
finish today simple understandable 🤩 follow roadmap data analyst,Neutral
best ever video content easy wow fantabulous work sir thanks alot work,Positive
era selfish people want others struggle find right source boon learner keep sir big thanks juggle among various free source finally doubt clear single video,Positive
hi rishabh use syntax show insert function every time get error error column ‘ sam ’ exist line 4 1 ‘ sam ’ 26 ‘ delhi ’ 9000 sql state 42703 character 71can please help find bwn timestamp 2627 minute thanks,Positive
hello risabh bhaiya 😇 kindly provide pdf note sql freelike code harry,Neutral
group select order bylimit,Negative
4715 row 345 four letter 2 4 3,Positive
thank much bro,Positive
good one sir get subscriber view reason give knowledge,Positive
bhai apne query save kaise krne ki qki mai software cut pe upr click krdia tha toh pura clear hogya tha mera jab agle din chalu kia toh,Neutral
rishabh content worth insightful want know make video cte much elaborate one also showcase project relate sql brief one one get sort real time clarity executionthanks finally content,Negative
sir thank much amazing video🙏🙏could please try make video uipath,Positive
hi rishabh check lots material youtube sql one best channel find really appreciate effort simplicity dedication keep bro 👍👍,Positive
dear respect teacher highly appriciated strong easy understanding way teach thanks,Neutral
hello sir ek question tha m sql ki tyari kar rha tha apki query run nhi kar rhi jo ap example bta rhe,Positive
rishabh make crisp point point awesome video contribute alot data analyst journey thanks make video power bi python possible regard,Positive
sir sa sql well future growth,Positive
best sql video hindi youtube 🔥🔥🔥🔥🔥🔥🔥🔥,Positive
534 forget tcl command,Positive
havent cover order distinct clause,Neutral
one query course online youtube add value resume fresh juss want get field data science,Positive
hello ur videos good prepare data analyst watch ur videos❤❤i question want add new column exist column add thatfor example want add new column name age,Positive
hi rishabh request regard plsql possible pls make tutorial plsql like prepared video sql really best video meplease revert,Positive
error 42p01 relation existinsert table 2606i check sestive case also,Neutral
please make video share project linkedin also make portfolio github hacker rank leedcode,Positive
appreciate work rishabh 😊 thank vedio help lot,Positive
bht behtreen tareeqay sy btaya ha kamal ha,Positive
hi risabh agar scenario power bi possible ho pls create pdf,Neutral
bht bht bht achi,Positive
nice,Positive
sab kuch constant,Positive
dnt word say best video,Positive
select limit order group,Negative
sir please provide link install mysql,Neutral
omg,Positive
excellent teaching,Positive
sir currently work accountant along get part time job learn sql course,Positive
thanks much rishabh always get point love learn video,Positive
method awesome,Positive
group select order limit,Negative
thank youtube rishabh,Positive
check insta dm bro,Positive
get error insert value,Neutral
start video hope take advance level let start,Neutral
jaada tar samjh nhi aaya kya ho rha h agar table aur column ke simple naam rakhte jada ache se samajh ata par nhi tumhe cheeze tough bnani h sab jagah lagakr,Neutral
hello im bangladesh newbie sql world youre amaze field much helpful thanks lot god bless,Positive
best easy learn begineers❤❤❤,Positive
hi rishabh really enjoy class thank much,Positive
dont cover operator video intro🤔,Neutral
great content sir,Positive
order execution select group order limit,Negative
great teach style rishab appreciate effort look forward learn,Positive
thank much video sir,Positive
please also suggest practice sql,Neutral
nested query mai amount select avgamount paymentiski jagah directwhere amountavgamountnahi likh sakte kya,Negative
enjoy material small one feedback fast bhai thoda pause leke sikhaao overall brilliant,Positive
b com student bhi sql kr sakte ha,Positive
hey rishabh 3006 add column syntax datatype miss,Positive
hello face another problem want import csv file folder show error utility file find please correct binary path preference dialog,Neutral
hi unable run pgadmin,Neutral
hello,Neutral
hey video really helpful,Positive
assignment no1 select group order liimit,Negative
omgrishabh channel full potential reach least 1 million subscriber soon keep good work make much easy understandable even nonit background individual please make video power bi well,Positive
bhai seriously taras gaya tha hindi video dekhne ke liye sql normally south indian sql ka topic cover karte hain samajhna thoda problematic hota hai thnks bro😊 awesome video👍🏻,Neutral
hello face problem want create table show error error like error column custid relation customer exist line 2 custid custname age city salary plz help sort problem,Negative
hello sir get error function insertinsert customer custidcustnameagecitysalary value 1 sam26delhi9000 2ram19 bangalore 11000 3pam 31mumbai 6000 4 jam 42 pune 10000it show error like thiserror column custid relation customer exist line 2 custidcustnameagecitysalary sql state 42703 character 23,Positive
im cl 12th c really annoyed coz wasnt able learn sql properly glad find vdo pdf vdo really amazing thankyou bhaiya lot love ❤️✨,Positive
think brother,Positive
hi rishabh learn sql tutorial background explain well use mac book pls suggest download sql,Neutral
grate work easy understand explanation well good,Positive
create table payment id serial unique primary key name varchar200 mode varchar 200 datepayments date alter table payment add amount int select payment insert payment namemodedatepaymentsamount value anmolmobile pay20230201 10003450 subcash pay20230102 100004 tabcredit pay20230103 1000640 jaycash pay20230104 10003450 zapcash pay20230105 1000340 accacash pay20230106 10054300 anlcredit pay20230107 10000 amolmobile pay20230108 1003400 molmobile pay20230109 1000340 anolcash pay20230110 1000340 apmolcash pay20230111 100030 admolcash pay20230112 100500 atmolcash pay20230113 100300 armolmobile pay20230114 103000 aaumolmobile pay20230115 210000 anlolcredit pay20230116 1000bro bta sakte e main kya problem ha,Negative
video enough job sql,Positive
excellent way teach check many videos best one learn understand easily keep good work thanks share knowledge,Positive
bro practical example join batya hi ni ki kaunse question mein kre,Negative
maine apse excel sikha hai ab sql shik rha,Neutral
download pdf file,Neutral
much help full 😍😍😍😍😍,Positive
really helpful,Positive
🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,Positive
powerbi developer need learn power apps power automate power apps power automate benefit pbi developer,Positive
advance excelbut channel learn power bi sql hope help boost career,Positive
plz create video plsql also,Neutral
bhai chota sa hi camera icon lga lete,Neutral
hi brother thanks lot post amaze video youtube regard data analytics go sql tutorial inserting data table take numeric value character throw error could please help,Positive
bhaiya ak video thoda yeh bhi explain krdey ki data analyst work place work tool sql,Positive
error column id exist line 3 id 3 sql state 42703 character 62i get error update column pls assist,Negative
hi brother thanks lot post amaze video however get error create table pgadmin 4 create table student id int8 primary keyi get error last line could rectify write code show error please assist,Positive
sir please python ka bata dijiye kaha se padha,Positive
love video sir 😍,Positive
select limit group order,Negative
disable update option mysql workbench mac,Neutral
data analyst ko clean data per work krna hota hai ya row data milta hai,Neutral
brofirst table main grade keliye konsa data type use kre second instert ke time per error rha ha grade option maincreate table classroom id serial primary key name varchar150not null age int grade varchar10 insert classroom idnameagegrade value 1anmol12a,Negative
wantthanks rishabh video helpful,Positive
🥰🥰🥰thank sir,Positive
sir share sql project github,Positive
best video 👌❤️,Positive
sir ek example primary foreign key ka btlado plz,Positive
channel best channel ever come across original free education channel ❣️❣️ lovee thanks contribution ❣️,Positive
like banta h,Negative
sir learn watch video,Positive
apne konsa editor use kiya,Neutral
pgadmin show fatal error cant fix help,Positive
hey rishabh good trainer like videos way teach,Positive
great video complete one sit need video like ❤,Positive
brotheryou awesome yaar u explain well 💗💗💗,Positive
hi rishab quality video able create doubt,Neutral
sir skip store procedure,Positive
add column alter table customeradd column bloodgroup show syntax error near unable find mistake,Neutral
quick assignment answer select groupby orderby limit,Negative
selectfromlimitwheregroup havingorder,Positive
paa ji ek bat bolni thi aapse ❤love 🤟this video help 😊thank 🙏🙏🙏,Positive
sur sql ka pta nhi apki presentation bdi achi lgi kese bnate ho ap trh ka vedio jisme khud ko face display kr skte hai,Neutral
assignment 1 order execution sql select group order limit,Negative
sir please post separate docx set csv file practice,Neutral
sir percent rank ko rank ka jaise hon chaiye kyuki vo 7 part divide ha aur dence rank sirf 5parts divide ha rishabhmishraofficial,Neutral
